Hash,Date,Author,Message,IsMerge
ddcfc88d6a09086feb9a5d8f68c80731ce0e2702,2020-02-26 13:39:07,Valia Havryliuk,"Merge pull request #291 from h-khrystyna/patch-3

Add link to Crowdin for Figma plugin",True
0c92c39a15db31d3a7e346647c776d4ee4ceb1e4,2020-02-24 21:01:41,Lisa Dziuba,"Merge pull request #298 from shenxiaoyu/master

Add UXcamp Amsterdam",True
c578d815768bcef1a55750e27cedf93ab64a1cce,2020-02-23 03:07:30,shenxiaoyu,Add UXcamp Amsterdam,False
6060561bfc38339ed90aad33d377bacefc42bb0b,2020-02-20 23:17:20,Vl,website production update,False
2a8a84a1020b4be09453b256c90edf9a398fcf70,2020-02-20 23:16:59,Lisa Dziuba,"Merge pull request #297 from colorswall/patch-1

Add ""ColorsWall"" online tool",True
ab128b1950109da62473500d2e6e5150146ff4e0,2020-02-17 19:46:03,colorswall,update order,False
732f67f080efedb2bf08267a4e842511df4662e0,2020-02-17 19:43:36,colorswall,add colorswall online tool,False
84f9bc2bb0dc809c3c147e8535a1d5a6176d0634,2020-02-14 19:44:55,Kamil Drazkiewicz,"Add ""LiveSession"" to ""Experience Monitoring""",False
99d63ee314a12aa086cff2e79bdcc2305f5a3220,2020-02-12 14:30:21,yaronelh,Update Awesome-Design-Plugins.md,False
a89189b90ad213a0066c8382fd7055e777b42c5c,2020-02-12 14:24:17,yaronelh,Added the Func Creatives software,False
355a2247f2a8b479c8a610f0cabbde5987a34386,2020-02-11 21:34:15,Nate Baldwin,feat: Added Leonardo to accessibility tools with cross-references in Color Pickers and Gradient tools,False
4082984c4b64638cd676f43a06407ca99c75367b,2020-02-11 21:20:48,Nate Baldwin,docs: grammar correction - missing 'the',False
b82ac741afece7f659d1d80053f888bc3cba6833,2020-02-11 17:54:36,panoplied,"Add ""Adjustments"" - recent plugin for Figma",False
d1bc1be19cba8162c9b31419e4f864d8b87a2b86,2020-02-10 20:03:45,Vl,website production update,False
6c260dbbbd56161ecd6189ee2ac462bcd0715402,2020-02-10 20:03:29,Ahmed Sulaiman,Add public announcement copy to main README,False
877bf7a205d5189e275eb78409f5e87302795106,2020-02-10 19:53:33,Ahmed Sulaiman,Add cover image for Abstract announcement,False
3e924f42688328b5e6da92ce89e61b275fda4e59,2020-02-10 19:49:14,Vl,website production update,False
54da4ab24fa78b7dde047f4b3bc7e5d6e2942460,2020-02-10 19:48:49,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
07d671e948d0b2016dae11bc49fbf310d73fcec6,2020-02-10 19:48:46,Vladimir Berezovsky,fix parent issue,False
f8872bc023cf8aecb3a7f16ab83a52802c7af9c5,2020-02-10 19:47:26,Vl,website production update,False
306dcdd0aea91df23c5424724db4d73c132ca7e0,2020-02-10 19:47:00,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
488bc728b8aec2d16ef1799701b887b9e3b6961b,2020-02-10 19:46:56,Vladimir Berezovsky,add css rule after visiting announcement page,False
11c0d8c939f665585ca16bcd54d47f53a60bb93c,2020-02-10 19:44:21,Vl,website production update,False
37428015758649822f583092be505a25cd1ed654,2020-02-10 19:43:50,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
adf2057951798a96c3ed3fe6fa36c994b6b34e90,2020-02-10 19:43:39,Vladimir Berezovsky,add announcrment banner,False
cd0409a6d13514c3ccfe10a2c8ed11c4726880b1,2020-02-10 19:24:28,h-khrystyna,"Add link to Crowdin for Figma plugin

added a link to Figma plugin",False
171b44b5c10a9d31c634ad20e776c64a8adddbdd,2020-02-07 19:07:35,Vl,website production update,False
d9d9d42366336cb67be9058b8b7dbc761b9d35eb,2020-02-07 19:07:07,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
97016210b40e0d5a3869b37b4d992e64a9435b02,2020-02-07 19:07:01,Vladimir Berezovsky,rename dev tools id section and fix typo,False
0f4317165f904fba0e7b76ceaba4461c3f649ca5,2020-02-07 19:05:10,Vl,website production update,False
5f5a280a4aa350c7799a3b2e4c6c92cfaca66f19,2020-02-07 19:04:37,Vladimir Berezovsky,fix issues with ' - ',False
6e3100b27a94a0c003973a73dcf1ed0be914d877,2020-02-07 18:44:54,Vladimir Berezovsky,Remove unsupported text issue,False
72fdd530af573c31d09cfc61ea29f8933630464f,2020-02-06 03:27:38,Lisa Dziuba,"Merge pull request #285 from randydaniel/master

Adding Open Doodles (Illustrations)",True
045e80c35603fe623753bec67de155cb0367a8df,2020-02-05 03:23:57,Lisa Dziuba,"Merge pull request #289 from solmarcus/patch-1

Added RAD Summit to Awesome-Design-Conferences.md",True
661f3181a8fa0ab0f15f38f6590dc9599cd4a68b,2020-02-05 03:23:17,Lisa Dziuba,"Merge pull request #290 from h-khrystyna/patch-2

Added Crowdin plugin for Figma.md",True
7e5259c80e0ffb57f276f78b1af517c12c9c2366,2020-02-05 03:22:36,Lisa Dziuba,Update Awesome-Design-Plugins.md,False
fe7323b8c8378e2eaac1a2c994df71bf65028b64,2020-02-04 15:02:30,h-khrystyna,"Update Awesome-Design-Plugins.md

make sure the tools are in the alphabetical order",False
3ab9b6d2dbfcd7911897452d1190e3991ab93bb4,2020-02-04 14:57:22,h-khrystyna,"Update Awesome-Design-Plugins.md

new Crowdin plugin for Figma",False
285d4e8aa4414aeb2b34fbb187fba2332af641d8,2020-02-03 02:31:39,solmarcus,Added RAD Summit to Awesome-Design-Conferences.md,False
a7308e09d5b0f3d2a80f4da03663d0f64e22291d,2020-01-30 03:43:34,Lisa Dziuba,"Merge pull request #286 from bradmiller1223/patch-1

Added An Event Apart Conference listings",True
6670777d8b45b80eccabec45209bbf154f5dc717,2020-01-29 03:55:44,Lisa Dziuba,"Merge pull request #287 from bradmiller1223/patch-2

Revised CreativePro Week listing",True
7d7613fcf14c08f00a5feac38e24c30ae8abeaa4,2020-01-29 03:27:37,Lisa Dziuba,"Merge pull request #288 from philipardeljan/patch-2

Update existing listing for Motion Icons",True
90f4d49862d9cf6fdf3361c31ae6898ad781d432,2020-01-28 14:18:36,philipardeljan,"Update README.md

I've redesigned this tool completely and it has a new website and URL.",False
2916ecc97e87940fbe9c04385a359c6687ba0f53,2020-01-27 21:22:11,bradmiller1223,"Revised CreativePro Week listing

Updated the description for CreativePro Week Conference in June",False
4b9a81fcf0ec133dccd14b59423479fd93d1805d,2020-01-27 20:52:58,bradmiller1223,Update Awesome-Design-Conferences.md,False
1be8bb3e08ecc83b8945330667295e77d9b9f9b4,2020-01-25 19:08:30,@randydaniel,"Merge pull request #1 from randydaniel/randydaniel-illustrations-openDoodles

Adding Open Doodles (Illustrations)",True
019b7915ce88710c8f03c0bd04707d44f6a1a2e4,2020-01-25 19:06:31,@randydaniel,"Adding Open Doodles (Illustrations)

Completely vector, animated icons for interfaces

## Checklist

* [x] I made something good today 💐.
* [x] I put links in the correct format: ``[Tool](link) — description.``
* [x] My description starts with the lower-case letter and ends with the full stop.
* [x] I put the tool in the alphabetical order.

## Optional

* [x] I added the appropriate labels: free, open-source or mac.
* [x] I put the tool only to one category.
* [x] I followed [Contribution Guidelines](https://github.com/LisaDziuba/Awesome-Design-Tools/blob/master/Contribution_Guidelines.md#one-tool-can-go-only-to-one-category).",False
081da0ed7aae4146d40266cacfc529cd5ca5a480,2020-01-22 17:16:40,Valia Havryliuk,"Merge pull request #279 from symdesign/patch-3

Moved translation plugins to correct section",True
df75b01c8ea8ba0bc3a29a3dde2a18358d6d5575,2020-01-17 01:30:33,Lisa Dziuba,"Merge pull request #281 from timonweber/master

Add calcolor to color picker tools",True
c95e6f684b02b838fafbe1e8dd0e98f41e689430,2020-01-17 01:30:10,Lisa Dziuba,Changed name to capitalised letter,False
32f7d83a2f7c53ac1f06d0bb0e721b6da41a274c,2020-01-17 01:30:01,Lisa Dziuba,Changed name to capitalised letter,False
7e8fd1be8e0b2253df75d9cceb837efc94b51fdb,2020-01-15 23:21:22,Lisa Dziuba,"Merge pull request #283 from kodika/master

Added Kodika in Readme.md",True
96c88d5f7139d28ad105da634118f70224e78429,2020-01-15 23:20:34,Vl,website production update,False
cd9422691594300ba14ae71fc3f3daa644a664aa,2020-01-15 23:20:17,Lisa Dziuba,"Merge pull request #284 from kgoedecke/master

Add XD2Sketch plugin to export from XD to Sketch",True
2380576c88f3f3dcc201d92c30a6164856a18300,2020-01-15 05:50:24,Kevin Goedecke,Add XD2Sketch plugin to export from XD to Sketch,False
9e58eb38098496777457d8be9b18f3260c1e9ad1,2020-01-13 22:59:38,Kostas Antonopoulos,Added Kodika in Readme.md,False
2462a09e5ddec6a530bc3f50ec774a9a4e30812e,2020-01-13 01:58:00,Timon Weber,Add calcolor to color picker tools,False
e9865f948d67b5bd30cce53d5f50c685f6dbb27c,2020-01-10 03:07:05,Friedrich Schultheiß,Merge branch 'master' into patch-3,True
3cc99fb71ab8bb4b1a8caac0e8276cfd47bef7ac,2020-01-08 16:17:16,Vl,website production update,False
f6deded08c04f4d9ce58d5d137ebd1ebe619c39a,2020-01-08 16:16:56,Lisa Dziuba,"Merge pull request #280 from sarahgrv/master

feat: Add Iconset to category Icons Tools",True
608c8915afb99e9512c17097d702659c0c865243,2020-01-08 01:38:46,sarahgrv,Update README.md,False
3a742b2b76d3ab6baf23646b4bfa2c83a2471f3a,2020-01-08 01:36:09,sarahgrv,Update README.md,False
21f4b807a5806dc353f57c0347aa13fffbb13611,2020-01-07 18:45:19,Vl,website production update,False
28b170690fc2c44d608291f67624580bed3b671b,2020-01-07 18:45:00,Lisa Dziuba,"Merge pull request #278 from FluxCapacitor2/master

Fix typo & broken link",True
f677d24be213383f488489560cc8a251e19f12d8,2020-01-06 05:19:16,Vl,website production update,False
7414f8f6b4fcdb3f3c06eed0cfca606d0a77364e,2020-01-06 05:19:00,Valia Havryliuk,Improvements,False
f60c08856ae14ca218a1e324626a6922f2100e9d,2020-01-06 04:39:39,Vl,website production update,False
63440f18becfd0f678c8fdeb7d3f45ecb81ef767,2020-01-06 04:39:24,Valia Havryliuk,Improvements,False
88565109667894300d6edba7fa75ead2ad0ec58d,2020-01-06 03:29:25,Valia Havryliuk,Improvements,False
200038dfa2c9ea0bae6a3fdb20f2827c90900a6d,2020-01-05 03:27:52,Vl,website production update,False
99c6c1290fde2c15929670d4f2d85b0266d60495,2020-01-05 03:27:37,Valia Havryliuk,Improvements,False
f403703050bf2b5efc5d037fc8418b324fa27c78,2020-01-05 01:53:41,Friedrich Schultheiß,Moved translation plugins to correct section,False
060cfd75a2ea7aabeef6c68c73b9c8ead30aaeb2,2020-01-01 20:55:24,Vl,website production update,False
1780a82f0eaaf4229a94c44447712215cae6104f,2020-01-01 20:55:07,Valia Havryliuk,Improvements,False
226c10195572e282137ab5d053871d95767281f2,2020-01-01 02:16:27,FluxCapacitor,"Fix typo & broken link

The link to the development tools section was broken so I changed it to correspond with the destination of the link in its header.

Added a necessary space between two words.",False
bb6c5cc2df2effef3d62d5e9f03b7bea789ec3be,2019-12-28 02:39:04,Vl,website production update,False
0e627752685138efcaf1764a239be18c0341201c,2019-12-28 02:38:46,Lisa Dziuba,"Merge pull request #277 from andmial/patch-2

Update Awesome-Design-UI-Kits.md",True
004d5c1b7be4001cc122022fea17c9e4eb8a967b,2019-12-28 02:02:03,andmial,Update Awesome-Design-UI-Kits.md,False
8a88355656e5cc1ed29fa4dc9c4b49240f99d234,2019-12-28 01:59:40,andmial,Update Awesome-Design-UI-Kits.md,False
787cd079b6f477e1459ef9f59224cf7163443add,2019-12-28 01:56:14,andmial,"Update Awesome-Design-UI-Kits.md

Add Tetrisly.com to Components",False
e5a4a0d8633e6f110f907f99b726a90f18c76859,2019-12-26 19:00:22,Vl,website production update,False
4cc5f96193d6fe5ba0beee15b0f65b0e4f865881,2019-12-26 19:00:05,Lisa Dziuba,Merged Development tools with Development browsers,False
ba22e03f3963d423451be8d57087f22f9e920c33,2019-12-25 20:03:45,Vl,website production update,False
13a06e7c0b7ea37dce7ec9aeff0cf40896cfac95,2019-12-25 20:03:30,Lisa Dziuba,Update Awesome-Design-Plugins.md,False
74c26350347b584d3fd53e933b9361a2d48578ea,2019-12-25 18:55:12,Lisa Dziuba,"Merge pull request #275 from LisaDziuba/dependabot/npm_and_yarn/npm-6.13.4

Bump npm from 6.12.0 to 6.13.4",True
1bf63510613734f3b0389add3a979d34a0ca57e8,2019-12-25 18:53:07,Vl,website production update,False
cf5bf8c0a4788c01785d6d53d1ec445d3f59c591,2019-12-25 18:52:52,Lisa Dziuba,Added UI Faces,False
fa1a3931e7461baa21ccf74f947c3a249c21f2a4,2019-12-25 18:50:49,Vl,website production update,False
dc12933673c08e5fbbe1417e918614a03f6e3e98,2019-12-25 18:50:32,Lisa Dziuba,"Merge pull request #260 from human-a/master

Added Artboard Studio Mockups",True
cd22aabc8a0dcabb215889fb9b878d221672c087,2019-12-24 18:23:17,Vl,website production update,False
bf7ced06fc7e43e2f5f1e735d3335f6562b1d448,2019-12-24 18:22:52,Vladimir Berezovsky,restart deploy process,False
85e49cb2b7b94f17ae5ee740c90e882fd67eed80,2019-12-24 18:14:25,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
6a0893205ec1ff1036fbe6b4ff0ca1e4a13ff049,2019-12-24 18:14:16,Vladimir Berezovsky,fix violet,False
432ff890934d7bbbc6174a6f33a14319ab82b81c,2019-12-24 18:14:14,Vl,website production update,False
c1603ab6efe7bef288623c4463c6508fbc707a8e,2019-12-24 18:13:44,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
8f6760428cf88c46cc5f9d6326eaf8b13e43acf8,2019-12-24 18:13:08,Vladimir Berezovsky,add active state of filter settings,False
7a25d6b586f28ae84c5c193d72d374770cb55b34,2019-12-24 01:39:24,Vl,website production update,False
98f7e854059d131a1e718e8c2abe3fb07c41566d,2019-12-24 01:39:07,Valia Havryliuk,Improvements,False
799b3092303ed419e389e2c16f3e4743e72c0e79,2019-12-24 00:55:25,Vl,website production update,False
63f93e8fa4d20b0d0cc729d660c6bca17d724345,2019-12-24 00:55:09,Valia Havryliuk,Improvements,False
ffed373d3845abb1666d4bd669abc3bd352b0fde,2019-12-24 00:28:21,Vl,website production update,False
5fbc23affd4615fe78e0cfc059c99f9f02925e07,2019-12-24 00:28:05,Valia Havryliuk,Improvements,False
a8ad58d10ab28bb0379c44d5eb7aa9b26c90921b,2019-12-23 21:32:50,Vl,website production update,False
8aaa4c9f038572ef07e69af36246b18527e7850f,2019-12-23 21:32:34,Valia Havryliuk,Improvements,False
cca7f5bc1a0d18f45161bd84ef5edeabaa5d1142,2019-12-23 20:51:39,Vl,website production update,False
2cf4fd757ab5eb9bba0926cab160fd6d303801d1,2019-12-23 20:51:24,Valia Havryliuk,Improvements,False
86083c0dd7cf4989346e041c24e355850a29be27,2019-12-23 20:22:17,Vl,website production update,False
92344f85dd76b4a9efed96e6826e3879661c7e52,2019-12-23 20:21:47,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
2c083a4e1470a1dc59cd647ab83c75c07abecab6,2019-12-23 20:21:42,Vladimir Berezovsky,remove old banner,False
63819cf2189c8464dd05795c551800ed54539e83,2019-12-23 20:00:03,Valia Havryliuk,Improvements,False
89c360284be58cc7530f8a82896cb5aeefa2a155,2019-12-23 19:19:13,Vl,website production update,False
9864429e80c12b83516afd770969820d5c6bde7b,2019-12-23 19:18:52,Vladimir Berezovsky,Merge branch 'master' of https://github.com/LisaDziuba/Awesome-Design-Tools,True
ee9b21c75b3000f4884b90983092a69e61937409,2019-12-23 19:18:47,Vladimir Berezovsky,remove 't',False
0a8bb233f85960cedf4e9896ec97c3ed0d3b7c8f,2019-12-23 19:17:56,Vl,website production update,False
